시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 51,경상남도 김해시 진영읍 진영리 1608-7,35.308428,128.729352,03,02,Y,591,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+30+28+32,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 39,경상남도 김해시 진영읍 진영리 1612-1,35.308304,128.730631,03,01,Y,590,01,03,02,녹색/황색/적색+녹색/황색/적색,27+93,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 17,경상남도 김해시 진영읍 진영리 1620-6,35.308182,128.733049,03,02,Y,589,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+72+28,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로 54-1,경상남도 김해시 진영읍 진영리 1634-6,35.311225,128.735689,03,02,Y,588,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+73+27,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로 37,경상남도 김해시 진영읍 진영리 1611-5,35.309701,128.734775,03,01,Y,587,01,03,02,녹색/황색/적색+녹색/황색/적색,27+93,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로 22,경상남도 김해시 진영읍 진영리 1630-10,35.308331,128.735418,03,02,Y,586,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,29+31+30+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,본산로,03,경상남도 김해시 진영읍 본산로 23-16,경상남도 김해시 진영읍 여래리 965-1,35.307878,128.736416,03,02,Y,585,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+70+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,본산로,03,경상남도 김해시 진영읍 본산로 25,경상남도 김해시 진영읍 여래리 966-3,35.307742,128.7380199,03,02,Y,584,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+29+13+30+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,진영로,03,경상남도 김해시 진영읍 진영로 284,경상남도 김해시 진영읍 여래리 1012,35.301676,128.7438696,03,02,Y,583,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,19+89+12,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,본산로,03,경상남도 김해시 진영읍 김해대로 463,경상남도 김해시 진영읍 여래리 973,35.307373,128.742316,03,02,Y,582,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+50+45,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,본산1로,03,경상남도 김해시 진영읍 본산1로 29,경상남도 김해시 진영읍 본산리 921,35.310774,128.746619,03,02,Y,581,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,14+48+14+30+14,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,본산로,03,경상남도 김해시 진영읍 본산로 28-9,경상남도 김해시 진영읍 여래리 976,35.30815011,128.739582,03,02,Y,580,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+70+25,02,03,01,Y,21:00,09:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길,경상남도 김해시 진영읍 진영리 1658,35.308451,128.732189,03,02,Y,577,01,03,02,적색+녹색/황색,27+93,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,지방도,1042호선,서부로,03,경상남도 김해시 진영읍 서부로 127,경상남도 김해시 진영읍 죽곡리 433-4,35.285994,128.767322,03,02,Y,576,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,21+94+25,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,지방도,1042호선,서부로,03,경상남도 김해시 진영읍 서부로 142,경상남도 김해시 진영읍 죽곡리 343-3,35.284479,128.767348,03,02,Y,575,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+95+29,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,지방도,1042호선,서부로,03,경상남도 김해시 진영읍 서부로 179,경상남도 김해시 진영읍 죽곡리 175,35.281637,128.769182,03,02,Y,574,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+95+29,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,지방도,1042호선,서부로,03,경상남도 김해시 진영읍 서부로 185,경상남도 김해시 진영읍 죽곡리 175-6,35.28083988,128.768973,03,02,Y,573,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+72+16+32,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,지방도,1042호선,서부로,03,경상남도 김해시 진영읍 서부로 198,경상남도 김해시 진영읍 죽곡리 250,35.280105,128.767883,03,02,Y,572,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+72+16+32,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등1로,03,경상남도 김해시 진영읍 장등1로31번길 4-6,경상남도 김해시 진영읍 진영리 1732-1,35.31434961,128.738381,03,02,Y,602,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+72+20+26+26,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등1로,03,경상남도 김해시 진영읍 장등1로 47,경상남도 김해시 진영읍 진영리 1733-4,35.314331,128.739918,03,02,Y,601,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,24+122+14,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,,경상남도 김해시 진영읍 진영리 1706,35.312614,128.7307199,03,02,Y,600,01,03,04,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,25+55+25+55,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 81,경상남도 김해시 진영읍 진영리 1586-14,35.309698,128.727129,03,02,Y,598,01,03,03,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,26+74+20,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 진영읍 김해대로 462,경상남도 김해시 진영읍 여래리 981,35.30559983,128.7384397,03,02,Y,597,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+72+28,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,칠산로,03,경상남도 김해시 진영읍 본산로 17,경상남도 김해시 진영읍 여래리 967-4,35.307167,128.737954,03,02,Y,596,01,03,04,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,22+38+22+38,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 93-1,경상남도 김해시 진영읍 진영리 1586-23,35.310862,128.727645,03,02,Y,595,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,26+64+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,장등로,03,경상남도 김해시 진영읍 장등로19번길 73,경상남도 김해시 진영읍 진영리 1587,35.309275,128.726664,03,02,Y,594,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,27+31+62,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,,경상남도 김해시 진례면 고모리 1576-7,35.266976,128.766263,03,02,Y,715,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,15+34+15+36,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,경상남도 김해시 진례면 테크노밸리로 45,경상남도 김해시 진례면 고모리 1573-2,35.268854,128.766646,03,02,Y,714,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,28+23+26+23,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,,경상남도 김해시 진례면 고모리 1570-5,35.271507,128.768108,03,02,Y,713,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+18+14+18+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리1로,03,경상남도 김해시 진례면 테크노밸리1로 64-5,경상남도 김해시 진례면 고모리 1584-10,35.265953,128.773463,03,02,Y,712,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+34+16+34,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리1로,03,경상남도 김해시 진례면 테크노밸리1로 110,경상남도 김해시 진례면 고모리 1583-1,35.269656,128.774705,03,02,Y,711,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+25+25+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,경상남도 김해시 진례면 테크노밸리로 120,경상남도 김해시 진례면 고모리 1568-6,35.274172,128.7698901,03,02,Y,710,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,24+26+24+26,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 서부로 1474-18,경상남도 김해시 주촌면 내삼리 777-5,35.228455,128.820186,03,02,Y,706,01,03,02,녹색/황색/적색+녹색/황색/적색,38+122,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,,경상남도 김해시 주촌면 내삼리 1386,35.224752,128.823683,03,01,Y,705,01,03,02,녹색/황색/적색+녹색/황색/적색,33+107,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,,경상남도 김해시 주촌면 농소리 638-2,35.213778,128.831592,03,02,Y,703,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,34+41+31+34,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로66번길 5,경상남도 김해시 주촌면 농소리 637-4,35.212418,128.830677,03,02,Y,701,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+46+25+32+21,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로66번길 47,경상남도 김해시 주촌면 농소리 628-3,35.214115,128.835674,03,02,Y,699,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+55+19+25+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로 77,경상남도 김해시 주촌면 농소리 634-1,35.213059,128.829739,03,02,Y,698,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+74+16+34,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로 104-2,경상남도 김해시 주촌면 농소리 623-1,35.215089,128.830675,03,02,Y,697,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,21+58+15+31+15,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로129번길 7,경상남도 김해시 주촌면 농소리 625-3,35.216405,128.827284,03,02,Y,696,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+60+16+16+20+10,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로129번길 12-8,경상남도 김해시 주촌면 망덕리 874-1,35.219244,128.825711,03,02,Y,695,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+74+16+34,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,골든루트로,03,경상남도 김해시 주촌면 골든루트로 187,경상남도 김해시 주촌면 망덕리 904-3,35.222081,128.824536,03,02,Y,694,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+76+18+28,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,,경상남도 김해시 진례면 고모리 1575-2,35.2672696,128.764345,03,02,Y,717,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+40+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,테크노밸리로,03,,경상남도 김해시 진례면 고모리 1573-1,35.268932,128.7652702,03,02,Y,716,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+40+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,선천남로,03,경상남도 김해시 주촌면 선지로 104,경상남도 김해시 주촌면 선지리 1003-1,35.22783924,128.8454066,03,02,Y,650,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+46+32+34,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,선지로,03,경상남도 김해시 주촌면 선지로64번길 2,경상남도 김해시 주촌면 선지리 1506-9,35.2301821,128.8446583,03,02,Y,648,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+69+21,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,선천남로,03,,경상남도 김해시 주촌면 천곡리 1566-4,35.230353,128.8417616,03,02,Y,646,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+64+18+16+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,선지로,03,경상남도 김해시 주촌면 선지로46번길 2,경상남도 김해시 주촌면 선지리 1498-5,35.231447,128.8433109,03,02,Y,645,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,14+42+14+25+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,천곡로,03,경상남도 김해시 주촌면 천곡로 52,경상남도 김해시 주촌면 천곡리 1532,35.23077561,128.8365966,03,02,Y,644,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,35+65+14+16,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,천곡로,03,,경상남도 김해시 주촌면 천곡리 1535-22,35.23357737,128.8372413,03,02,Y,643,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,37+59+18+16,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,천곡로,03,경상남도 김해시 주촌면 천곡로 14,경상남도 김해시 주촌면 천곡리 1371-13,35.2340197,128.838204,03,02,Y,642,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+35+14+16+47,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,선천남로,03,,경상남도 김해시 주촌면 선지리 1446-10,35.23418877,128.840003,03,02,Y,641,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,31+29+47+23,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
경상남도,김해시,시도,,인제로,03,경상남도 김해시 인제로284번길 47,경상남도 김해시 삼방동 733,35.254499,128.9072397,03,01,Y,640,01,03,02,녹색/황색/적색+녹색/황색/적색,24+56,02,03,01,Y,18:00,06:00,N,N,N,,경상남도 김해시청,055-330-6774,2026-06-29,5350000,경상남도 김해시
